1:ROR:>=(double,double):==(double,double):org.apache.commons.math3.distribution.TriangularDistribution@<init>(org.apache.commons.math3.random.RandomGenerator,double,double,double):82:a >= b |==> a == b
362:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:1 - p |==> 1 + p
363:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:1 - p |==> 1 / p
364:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - a |==> b % a
365:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - a |==> b * a
366:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - a |==> b + a
367:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - a |==> b / a
368:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) |==> (1 - p) % (b - a)
369:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) |==> (1 - p) + (b - a)
370:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) |==> (1 - p) - (b - a)
371:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) |==> (1 - p) / (b - a)
372:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - c |==> b % c
373:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - c |==> b * c
374:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - c |==> b + c
375:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - c |==> b / c
376:AOR:*(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) * (b - c) |==> (1 - p) * (b - a) % (b - c)
377:AOR:*(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) * (b - c) |==> (1 - p) * (b - a) + (b - c)
378:AOR:*(double,double):-(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) * (b - c) |==> (1 - p) * (b - a) - (b - c)
379:AOR:*(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:(1 - p) * (b - a) * (b - c) |==> (1 - p) * (b - a) / (b - c)
380:AOR:-(double,double):%(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - FastMath.sqrt((1 - p) * (b - a) * (b - c)) |==> b % FastMath.sqrt((1 - p) * (b - a) * (b - c))
381:AOR:-(double,double):*(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - FastMath.sqrt((1 - p) * (b - a) * (b - c)) |==> b * FastMath.sqrt((1 - p) * (b - a) * (b - c))
382:AOR:-(double,double):+(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - FastMath.sqrt((1 - p) * (b - a) * (b - c)) |==> b + FastMath.sqrt((1 - p) * (b - a) * (b - c))
383:AOR:-(double,double):/(double,double):org.apache.commons.math3.distribution.TriangularDistribution@inverseCumulativeProbability(double):274:b - FastMath.sqrt((1 - p) * (b - a) * (b - c)) |==> b / FastMath.sqrt((1 - p) * (b - a) * (b - c))
