1:ROR:!=(int,int):<(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):70:x.length != y.length |==> x.length < y.length
305:AOR:*(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:3.0 * h[j] |==> 3.0 + h[j]
306:AOR:*(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:3.0 * h[j] |==> 3.0 - h[j]
307:AOR:*(double,double):/(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:3.0 * h[j] |==> 3.0 / h[j]
308:AOR:/(double,double):%(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:(c[j + 1] - c[j]) / (3.0 * h[j]) |==> (c[j + 1] - c[j]) % (3.0 * h[j])
309:AOR:/(double,double):*(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:(c[j + 1] - c[j]) / (3.0 * h[j]) |==> (c[j + 1] - c[j]) * (3.0 * h[j])
310:AOR:/(double,double):+(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:(c[j + 1] - c[j]) / (3.0 * h[j]) |==> (c[j + 1] - c[j]) + (3.0 * h[j])
311:AOR:/(double,double):-(double,double):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:(c[j + 1] - c[j]) / (3.0 * h[j]) |==> (c[j + 1] - c[j]) - (3.0 * h[j])
312:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):113:d[j] = (c[j + 1] - c[j]) / (3.0 * h[j]) |==> <NO-OP>
313:EVR:<NEW_ARRAY(org.apache.commons.math3.analysis.polynomials.PolynomialFunction[])>:<DEFAULT>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):116:new PolynomialFunction[n] |==> null
314:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):117:4 |==> 0
315:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):117:4 |==> -4
316:LVR:0:POS:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):118:0 |==> 1
317:LVR:0:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):118:0 |==> -1
318:ROR:<(int,int):!=(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):118:i < n |==> i != n
319:ROR:<(int,int):<=(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):118:i < n |==> i <= n
320:ROR:<(int,int):FALSE(int,int):org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):118:i < n |==> false
321:LVR:0:POS:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):119:0 |==> 1
322:LVR:0:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):119:0 |==> -1
323:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):119:coefficients[0] = y[i] |==> <NO-OP>
324:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):120:1 |==> 0
325:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):120:1 |==> -1
326:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):120:coefficients[1] = b[i] |==> <NO-OP>
327:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):121:2 |==> 0
328:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):121:2 |==> -2
329:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):121:coefficients[2] = c[i] |==> <NO-OP>
330:LVR:POS:0:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):122:3 |==> 0
331:LVR:POS:NEG:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):122:3 |==> -3
332:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):122:coefficients[3] = d[i] |==> <NO-OP>
333:STD:<ASSIGN>:<NO-OP>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):123:polynomials[i] = new PolynomialFunction(coefficients) |==> <NO-OP>
334:EVR:<NEW_CLASS(org.apache.commons.math3.analysis.polynomials.PolynomialSplineFunction)>:<DEFAULT>:org.apache.commons.math3.analysis.interpolation.SplineInterpolator@interpolate(double[],double[]):126:new PolynomialSplineFunction(x, polynomials) |==> null
